"","0.0_SE_5","0.0_SE_10","0.0_SE_20","0.0_SE_40","0.1_SE_5","0.1_SE_10","0.1_SE_20","0.1_SE_40","0.2_SE_5","0.2_SE_10","0.2_SE_20","0.2_SE_40","0.3_SE_5","0.3_SE_10","0.3_SE_20","0.3_SE_40","1_SE_5","1_SE_10","1_SE_20","1_SE_40","2_SE_5","2_SE_10","2_SE_20","2_SE_40","3.0_SE_5","3.0_SE_10","3.0_SE_20","3.0_SE_40","3.1_SE_5","3.1_SE_10","3.1_SE_20","3.1_SE_40","3.2_SE_5","3.2_SE_10","3.2_SE_20","3.2_SE_40","3.3_SE_5","3.3_SE_10","3.3_SE_20","3.3_SE_40","4_SE_5","4_SE_10","4_SE_20","4_SE_40"
"HALLMARK_APICAL_SURFACE",4.64462945893668,0.35008943118029,0,0,4.61736307875437,0,0.680203493098921,1.12239234701608,2.64050478609337,0,0,0,2.87880448066078,0,0,0,5.4889843129632,1.64918250571844,0.875619504454876,0,2.8413102448347,0.734417173150344,0,0,3.96457161870219,0.967886608740373,1.02331031154753,0,0.767591290605477,0,0,0.877480141391492,1.55197501100149,0.773556351061022,1.23601944132485,1.80936501702354,2.11032606538561,0,0,0,1.48404677960226,0.739181160902034,0.320214160222789,0
"HALLMARK_COAGULATION",4.55989620876208,1.84282875291699,2.48668782112196,1.00340018868722,6.71482770787546,2.37661776182919,2.94629099104763,1.00340018868722,4.69292265967628,0.968881617441994,2.62271296462646,1.07631197645073,3.89673133822331,1.36037189534153,1.34838870416186,0.621706573130947,5.06740670682357,1.64918250571844,2.03112205369798,2.57597916413357,4.22023393462921,3.10364235817063,3.10364235817063,1.3433282226418,6.83285222934016,3.40446009445141,5.25994493222095,1.64054823503255,2.90808730634091,0,2.23670165820546,0,2.68839007391479,0,3.6896029654144,0,3.0068205102502,1.81825313272113,1.99646979710742,0,4.58244639344691,1.27284071169102,1.17270826305869,2.14949241821026
"HALLMARK_HEME_METABOLISM",4.55989620876208,0,0,0,5.81840573242873,1.47024066721637,1.90557317306578,2.21549007912417,3.50280241636802,0,1.0500385066789,0,2.48756990620727,0,0.662401463128558,0,4.22023393462921,1.00340018868722,1.74679038777113,2.03112205369798,3.45002766056797,3.36373314441082,2.1237286913846,0.35008943118029,5.40474943609063,3.493281208166,2.94774807362749,0,2.08038678024183,1.33858023658045,1.47360138346373,0,2.08567446875247,1.82584722586271,2.52219910926522,2.12156290265025,3.22509192763106,0.589554438091832,0.899818147363635,0,3.05832333038173,2.45665532718399,0.320214160222789,2.30095291276181
"HALLMARK_INFLAMMATORY_RESPONSE",4.55989620876208,0,0,0.734417173150344,6.37363603616585,0.863171277446101,1.7552965784097,1.64918250571844,2.64050478609337,0,1.29372161151802,0.795957736375572,2.61887086257255,0.935437648398703,0.392885156259049,0,4.55989620876208,1.00340018868722,0,0,3.45002766056797,2.57597916413357,2.21549007912417,0,5.06740670682357,1.21018933283242,2.77164343387804,0,2.08038678024183,0.855698885363288,1.95999884455079,0,1.77081804091099,1.082065320713,2.91679525775747,2.62230715372508,1.87573864693723,0.282534021325184,2.47335514676615,1.50016229245058,3.23011275555678,0,0,0.438196023142185
"HALLMARK_KRAS_SIGNALING_UP",4.47509472252455,2.39688719275181,3.2772491423281,1.93754118841942,6.54427240781764,1.88703548169803,4.25455399471051,4.04989201430069,3.80232567030015,2.50913244556663,2.71805420897793,3.04771198924407,4.02244256495324,1.85219038735828,2.15236075752139,1.73516537406283,4.39022050654496,2.48668782112196,2.03112205369798,1.5496945877745,4.04989201430069,4.55989620876208,4.47509472252455,1.64918250571844,6.83285222934016,4.54851597435259,5.25994493222095,0.504357229856768,2.17487475937059,2.13868165534827,1.67331105646747,0.559927669806316,3.46472260787158,2.48578262461698,3.30523056009135,2.52353546925018,2.11032606538561,1.28174855628467,1.74843902010537,0,4.63826055160207,3.48188738420611,3.3395810214404,2.14949241821026
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",4.39022050654496,0,1.64918250571844,1.74679038777113,5.51892423146855,1.2454211273017,3.12925869348811,2.39688719275181,4.05073258676261,1.68619426667159,1.93688937315089,2.85655639134039,1.20842216024433,1.48844808445055,2.27821805242251,1.46244663668838,3.87914173075227,1.00340018868722,1.74679038777113,1.4479226863882,3.79359404295977,2.48668782112196,3.10364235817063,2.21549007912417,4.13511048429184,2.31629788998364,3.55605021086012,0,1.888409289354,0,1.67331105646747,0.559927669806316,2.18812981511292,2.48578262461698,2.11763808316509,2.32411731017601,1.87573864693723,0.974633177888256,1.99646979710742,0.941811641396176,2.23896257558544,1.53036729243413,1.04369642765181,1.51381821905856
"HALLMARK_PEROXISOME",4.39022050654496,3.622107769069,2.8413102448347,1.93754118841942,6.03208758421427,4.40203232979902,2.48251302863095,2.21549007912417,4.34769397188405,3.19189311392509,0.916206525221625,0,3.26373927903853,2.75086779897945,0.392885156259049,0,4.39022050654496,0.569815735253171,0.875619504454876,0,4.22023393462921,1.64918250571844,1.5496945877745,0,4.22023393462921,3.75873526125302,2.85985821427709,0.971601160668646,1.888409289354,0.855698885363288,0,0,1.77081804091099,2.90875383121025,0,0.989553468882368,1.63313582446586,1.94430067098632,0.899818147363635,0,3.7408979673054,2.34570319388805,0,0
"HALLMARK_MITOTIC_SPINDLE",4.30526868030852,0,0.35008943118029,0.35008943118029,5.34759515476657,0,1.90557317306578,1.5496945877745,2.94789203728963,0,1.17500766704098,1.32094215590272,3.13597157536525,0,0,0.621706573130947,5.40474943609063,1.5496945877745,0.569815735253171,0.35008943118029,4.30526868030852,1.84282875291699,1.84282875291699,0,4.64462945893668,0.967886608740373,1.86027831818427,0.504357229856768,1.98494927067387,0,0,0.559927669806316,2.28963286471218,0,2.32151223696983,1.24677572890406,2.33942151847786,0,0.486372507816186,1.236157816557,3.05832333038173,0.827758859262891,1.04369642765181,0
"HALLMARK_ESTROGEN_RESPONSE_EARLY",4.22023393462921,1.12239234701608,0.569815735253171,2.03112205369798,5.17610234527951,0,1.80576590191183,3.2772491423281,3.30202877500885,0.44804242127526,0,0,3.26373927903853,1.08651904888421,0,0,4.47509472252455,1.23517084054924,1.3433282226418,1.12239234701608,3.79359404295977,1.93754118841942,1.64918250571844,0,4.55989620876208,0.496999083497417,3.12267195377932,2.12862551486451,2.45379386795138,1.94794429933881,0.773279801927426,0,2.5896092645052,1.5930113708188,2.52219910926522,3.10932353332258,1.10148755641224,0,0.486372507816186,1.98565171381152,3.28718016894369,0,1.85157659925155,1.45736709310786
"HALLMARK_INTERFERON_ALPHA_RESPONSE",4.22023393462921,0,2.48668782112196,1.12239234701608,5.00442634978967,0.261574343372496,3.31116470460771,0,3.70267681059476,0,0,0,2.22144045419179,0,2.02496441377791,0,4.72929861694268,2.21549007912417,1.93754118841942,2.92904406987836,4.72929861694268,4.39022050654496,4.98295839596009,3.01647894236067,5.9096519363763,4.19849386461788,4.24163910345039,0.226075543124234,3.26538972201915,1.11122163341937,1.57453806437889,0.559927669806316,2.4902749620498,1.82584722586271,1.69535136159628,1.48109861462431,1.87573864693723,2.55081367262413,1.48951418444237,0.772398159372022,3.96625868457636,1.27284071169102,1.04369642765181,0.438196023142185
